prod_notif_no,prod_name,holder_name,prod_status_date,prod_status_type,prod_brand,prod_category,banned_substances,holders_id
NOT240600673K,FRAMESI FRAMCOLOR ECLECTIC HAIR DEMI_PERMANENT COLOR 7HE 7.35 MEDIUM HAZELNUT BLONDE,NEKDERX SDN. BHD.,05-06-24,Clear,FRAMESI,Other,,1432
NOT240201656K,CHANEL OMBRE ESSENTIELLE Multi-Use Longwearing Eyeshadow - 228 Rose Charnel,CHANEL (KUALA LUMPUR) SDN. BHD.,07-02-24,Clear,CHANEL,Eye,,390
NOT240705417K,LOVISIA STAR KIRBY LIP CREAM,Cason Group Sdn. Bhd.,19-07-24,Clear,LOVISIA,Moisturizer,,448
NOT240401082K,KEVIN&COCO VIOLET FAIRY FACE,FORNO FORMA SHOP,04-04-24,Clear,KEVIN&COCO,Other,,707
NOT220310845K,MOIST DIANE Be True Body Soap Healthy,MANDOM (MALAYSIA) SDN. BHD.,16-03-24,Clear,MOIST,Moisturizer,,1242
NOT240106775K,AQUASUM TRIO COMPLEX CONDITIONER,TOTAL CENTURY SDN. BHD.,26-01-24,Clear,AQUASUM,Other,,1990
NOT240106755K,MOTHER-K Breastfeeding Tissue,CLARITY COMMERCE SDN BHD,26-01-24,Clear,MOTHER-K,Other,,403
NOT240206403K,CARYA SIMPLY BEAUTY ONENESS FACE PALETTE - LIP CREAM 2,NMF CONSULTANT SDN BHD,28-02-24,Clear,CARYA,Moisturizer,,1448
NOT220701074K,HUDA BEAUTY #BOMBBROWS MICROSHADE BROW PENCIL - 4 LIGHT BROWN,LUXASIA (M) SDN. BHD.,01-07-24,Clear,HUDA,Foundation,,1187
NOT240602439K,BEYOND Argan Therapy Moisture Essence,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,11-06-24,Clear,BEYOND,Moisturizer,,1141
NOT240301012K,Cosmoderm Hydrating Gentle Cleanser,VANITY COSMECEUTICAL SDN. BHD.,04-03-24,Clear,Cosmoderm,Cleanser,,2085
NOT240606086K,DE FORMULATED LAVENDER GERANIUM MASSAGE OIL,De Formulated Lab Sdn Bhd,26-06-24,Clear,DE,Other,,550
NOT240704563K,BUTTONSCARVES ALMIGHTY FOUNDATION - B02,MODINITY SDN. BHD.,18-07-24,Clear,BUTTONSCARVES,Foundation,,1335
NOT220606666K,Felora Hand Sanitizer,Fk Millennium Marketing Sdn Bhd,24-06-24,Clear,Felora,Other,,731
NOT240304272K,OHURU Whita-Glow,MSH MANUFACTURING SDN. BHD.,17-03-24,Clear,OHURU,Other,,1354
NOT200707350K,UHERB Natural Lip Balm,UHERB SDN. BHD.,28-07-24,Clear,UHERB,Lip,,2054
NOT240104958K,FARMASI CREAMY LIPSTICK 04 PLUSH BLUSH,FAR COSMETICS SDN. BHD,18-01-24,Clear,FARMASI,Moisturizer,,677
NOT240605176K,essence WONDER FULL PRIMER 5 IN 1 10 light-medium,PROPHARM (M) SDN. BHD.,22-06-24,Clear,essence,Primer,,1621
NOT240106749K,HAIR TOXX Zero Frizz Leave-In Conditioner,Shins Corporation Sdn. Bhd.,26-01-24,Clear,HAIR,Other,,1918
NOT240503858K,NARS MINI O LIP & BLUSH SET : AFTERGLOW LIP SHINE : O,SHISEIDO MALAYSIA SDN. BHD.,17-05-24,Clear,NARS,Lip,,1780
NOT180703868K,SOFEI FOREST HERB DUSTY COLOR ENHANCE GEL-BLONDE GREEN,EVERGREEN HAIR & BEAUTY SDN. BHD.,17-07-24,Clear,SOFEI,Other,,648
NOT200205709K,CALVIN KLEIN DEFY HAIR & BODY WASH,COTY INT MALAYSIA SDN. BHD.,21-02-24,Clear,CALVIN,Cleanser,,428
NOT240702789K,PURE BEAUTY BRIGHTEN UP NIACIN-GLUTA SUN PROTECTION LOTION SPF50 PA++++,HOUSE OF CLASSICS (M) SDN. BHD.,10-07-24,Clear,PURE,Sunscreen,,884
NOT220800651K,Cellina Luminous Intensive Whitening Body Lotion,DEANNE TRADING SDN. BHD.,02-08-24,Clear,Cellina,Moisturizer,,481
NOT200806432K,Lancome Teint Clarifique Compact Powder Foundation Care Skin Perfection Natural Light Creator - O-01,LOREAL MALAYSIA SDN. BHD.,26-08-24,Clear,Lancome,Foundation,,1166
NOT240401926K,PALLADIO - THE BROW DEFINER MICRO PENCIL - MBR01 - TAUPE,FULL LEAP SDN BHD,08-04-24,Clear,PALLADIO,Pencil,,720
NOT240505921K,L'elan Vital Amber Blossom Body Spray,Rank Distributors Sdn. Bhd.,28-05-24,Clear,L'elan,Spray,,1724
NOT240604419K,RADIUM Ageless Refresh Silky Cleanser,AETAS AESTHETICS SDN. BHD.,19-06-24,Clear,RADIUM,Cleanser,,53
NOT240606892K,ETORAS Glaze Oil,HOYU MALAYSIA SDN BHD,28-06-24,Clear,ETORAS,Other,,885
NOT240401778K,mtm labo custom-blended skin treatment gel,MTM LAB SEA SDN BHD,07-04-24,Clear,mtm,Other,,1356
NOT240700351K,Girasol B Complex HA Essence,Shape Beauty Slimming Centre,02-07-24,Clear,Girasol,Other,,1917
NOT140703516K,Kiehls Damage Repairing & Rehydrating Leave-In Treatment,LOREAL MALAYSIA SDN. BHD.,18-07-24,Clear,Kiehls,Other,,1166
NOT200103019K,GLITTERS STRIP WAX,MAXI BEAUTY SUPPLY SDN.BHD.,15-01-24,Clear,GLITTERS,Other,,1263
NOT240303958K,M.A.C  LIP PENCIL - SOAR (M38059),ESTEE LAUDER MALAYSIA SDN. BHD.,15-03-24,Clear,M.A.C,Lip,,636
NOT220804087K,PETER THOMAS ROTH FIRMx COLLAGEN HYDRA-GEL FACE & EYE PATCHES,LUXASIA (M) SDN. BHD.,17-08-24,Clear,PETER,Eye,,1187
NOT220605394K,GERMONIC ZELL GINSENG XNV SERUM,PEAU BEAU SDN BHD,20-06-24,Clear,GERMONIC,Serum,,1567
NOT220802816K,Iraltone SD Shampoo,NEOASIA (M) SDN. BHD.,10-08-24,Clear,Iraltone,Other,,1434
NOT240300545K,PALLADIO - MATTE BRONZER - BRM03 - TEENY BIKINI,FULL LEAP SDN BHD,03-03-24,Clear,PALLADIO,Other,,720
NOT180205597K,GrandPawPaw- Paw Paw Ointment,CALDBECK MACGREGOR (MALAYSIA) SDN BHD,28-02-24,Clear,GrandPawPaw-,Other,,357
NOT240603412K,Oracle Agarwood Body Lotion,SIX INCENSE AGARWOOD SDN. BHD.,13-06-24,Clear,Oracle,Moisturizer,,1802
NOT240403515K,Le Labo Rose 31 Shampoo,WOLECO HOTEL SUPPLIES SDN BHD,17-04-24,Clear,Le,Other,,2152
NOT220303690K,AGift With Care Hustle Eau De Parfum,Universal Joy Sdn.Bhd.,08-03-24,Clear,AGift,Perfume,,2078
NOT240500645K,DIOR BACKSTAGE EYE PALETTE - MULTI-FINISH ULTRA PIGMENTED EYESHADOWS - 004 CELESTIAL PURPLE - SATIN SILVER #089,LVMH PERFUMES AND COSMETICS (MALAYSIA) SDN. BHD.,05-05-24,Clear,DIOR,Eye,,1194
NOT240602746K,Sulwhasoo Concentrated Ginseng Rejuvenating Eye Cream,AMOREPACIFIC MALAYSIA SDN. BHD.,11-06-24,Clear,Sulwhasoo,Sunscreen,,98
NOT200401362K,BURBERRY BURBERRY KISSES SATIN LIP COLOUR 05 HORSEFERRY BEIGE,COTY INT MALAYSIA SDN. BHD.,08-04-24,Clear,BURBERRY,Lip,,428
NOT240702553K,Innisfree Green Tea Hyaluronic Moist Sun Serum SPF50+ PA++++,AMOREPACIFIC MALAYSIA SDN. BHD.,10-07-24,Clear,Innisfree,Serum,,98
NOT240706870K,COLORROSE Coco Rose Rose Silhouette Nine Color Eyeshadow CR-1010#9,BLUE ORIGIN SUPPLY CHAIN SDN. BHD.,24-07-24,Clear,COLORROSE,Eye,,305
NOT240300382K,SEPHORA - REVEAL THE REAL SOFT RADIANT SKIN TINT - 170 O LIGHT,BEAUTY IN MOTION SDN. BHD.,01-03-24,Clear,SEPHORA,Other,,255
NOT200900573K,MEDIDERMAL DEEPHYDRA GEL,TOP WORLD BEAUTY PLT,02-09-24,Clear,MEDIDERMAL,Other,,1986
NOT240304777K,INGLOT LIPSTICK MATTE 410,Cosmos Beauty Sdn. Bhd.,19-03-24,Clear,INGLOT,Lip,,460
NOT240600329K,SYEDEWA LIPSTICK MATTE FINISH PARIS,SYEDEWA GROUP SDN. BHD.,04-06-24,Clear,SYEDEWA,Lip,,1903
NOT240107604K,TOM FORD ARCHITECTURE SOFT MATTE BLURRING FOUNDATION - 3.7 CHAMPAGNE (TE1614),ESTEE LAUDER MALAYSIA SDN. BHD.,30-01-24,Clear,TOM,Foundation,,636
NOT220402275K,SKEYNDOR POWER HYALURONIC INTENSIVE MOISTURISING CREAM Dry to Very Dry Skins,UNIQUE AESTHETICS SDN. BHD.,11-04-24,Clear,SKEYNDOR,Moisturizer,,2066
NOT240307561K,belif Manology 101 smart recharger,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,27-03-24,Clear,belif,Other,,1141
NOT220312891K,SHAAN HONQ COLORMATE 20 VOL (6%) COLOR DEVELOPER CREAM,PCQ Hair & Beauty Products Sdn. Bhd.,24-03-24,Clear,SHAAN,Moisturizer,,1562
NOT240106100K,Collistar Attivi Puri Collagen + Glycogen Anti Wrinkle Firming,HONG KONG SA SA (M) SDN. BHD.,24-01-24,Clear,Collistar,Other,,880
NOT240605944K,M.A.C DAZZLESHADOW EXTREME - 24K STAR (SX5J73),ESTEE LAUDER MALAYSIA SDN. BHD.,26-06-24,Clear,M.A.C,Other,,636
NOT240603636K,O.TWO.O PLUMP SHINY CRYSTAL LIP GLOSS 02,OTWOO COSMETICS SDN. BHD.,14-06-24,Clear,O.TWO.O,Lip,,1535
NOT240101752K,Dr. CPU Hydra Soothing Bio Cellulose Mask,ALFAPEN SDN BHD,08-01-24,Clear,Dr.,Mask,,76
NOT220602076K,Goldwell Colorance 4R@VR,MOODYZ AGENCIES SDN. BHD.,09-06-24,Clear,Goldwell,Other,,1344
NOT240103484K,ELYON - Cryswhite Collagen Silk Mask,COSMYTHS PHARMACEUTICALS SDN BHD,12-01-24,Clear,ELYON,Mask,,425
NOT240405711K,REVLON PROFESSIONAL OROFLUIDO ELIXIR,PASSION TRADING SDN. BHD.,25-04-24,Clear,REVLON,Other,,1560
NOT240404486K,DERMIC EUCARE LITHOSPERMUM RELIEF BAR,De Formulated Lab Sdn Bhd,22-04-24,Clear,DERMIC,Other,,550
NOT240102706K,BOBBI BROWN SKIN FOUNDATION STICK - W-058 GOLDEN NATURAL (EA6C25),ESTEE LAUDER MALAYSIA SDN. BHD.,10-01-24,Clear,BOBBI,Foundation,,636
NOT240103830K,Barenbliss Bloomatte Soul-Matte Loose Powder 00 Fair Apple Gelato,HEBE BEAUTY STYLE SDN. BHD.,15-01-24,Clear,Barenbliss,Other,,856
NOT240103743K,Erayba Always beautiful hair color care conditioner leave-in,Kimma Sdn Bhd,15-01-24,Clear,Erayba,Perfume,,1092
NOT180800766K,JELLY POP MASK (SOOTHING),IBEAU RESOURCES,02-08-24,Clear,JELLY,Mask,,907
NOT240302180K,PROACNE TONER FARRA BEAUTY,FARRA SECRET BEAUTY SDN. BHD.,09-03-24,Clear,PROACNE,Toner,,681
NOT220603314K,Giorgio Armani Armani Prive Cuir Zerzura Eau De Parfum Intense Vaporisateur Spray,LOREAL MALAYSIA SDN. BHD.,13-06-24,Clear,Giorgio,Spray,,1166
NOT160201279K,ARTIZTA EMOTION COLOR 9.313,CREATE HUB (M) SDN BHD,10-02-24,Clear,ARTIZTA,Other,,434
NOT200702607K,ARTIZTA HAIR COLOR CREAM AAA 365R,CREATE HUB (M) SDN BHD,10-07-24,Clear,ARTIZTA,Moisturizer,,434
NOT240302797K,YEHWADAM HWANSAENGGO Rejuvenating Radiance Cream,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,12-03-24,Clear,YEHWADAM,Sunscreen,,1141
NOT220312334K,LIQUIDES IMAGINAIRES BUVEUR DE VENT EAU DE PARFUM,Aura Indah Jaya Sdn Bhd,22-03-24,Clear,LIQUIDES,Sunscreen,,220
NOT200301797K,JS Ampoule Smooth Express - J35,JORYSI HAIR & BEAUTY SUPPLIES SDN BHD,07-03-24,Clear,JS,Other,,1009
NOT240302534K,FLEUR'S CREAMY MOISTURIZING MASK,UNIQUE DISTRIBUTION SDN. BHD.,11-03-24,Clear,FLEUR'S,Moisturizer,,2067
NOT240302614K,DIORSHOW STYLO - WATERPROOF - 24H-WEAR EYELINER INTENSE COLOUR CREAMY TEXTURE - 176 MATTE PURPLE,LVMH PERFUMES AND COSMETICS (MALAYSIA) SDN. BHD.,12-03-24,Clear,DIORSHOW,Moisturizer,,1194
NOT240405446K,BLANC DE BLANC - PHYTO REVERSER LOTION,De Blanc Advance Dermatology (ap) Sdn Bhd,25-04-24,Clear,BLANC,Moisturizer,,548
NOT240402038K,Chuck's Prime Time Firming Ginseng Mask,JC MARKET STUDIOS SDN. BHD.,08-04-24,Clear,Chuck's,Mask,,972
NOT240203867K,Bath & Body Works Fine Fragrance Mist Bourbon Strawberry Vanilla,ENVICO ENTERPRISES SDN. BHD.,20-02-24,Clear,Bath,Spray,,618
NOT240406397K,Janes Shampoo Moisture Treatment,A PACK PERSONAL CARE SDN BHD,30-04-24,Clear,Janes,Moisturizer,,20
NOT240102328K,"LASHAZ 3 IN 1 CONTOUR, CORRECTOR, FOUNDATION",LASHAZ BEAUTY EMPIRE,09-01-24,Clear,LASHAZ,Foundation,,1122
NOT240504932K,NARS EXPLICIT LIPSTICK NO RULES,SHISEIDO MALAYSIA SDN. BHD.,22-05-24,Clear,NARS,Lip,,1780
NOT220709568K,ETUDE PLAY COLOR EYES MAPLE ROAD - RED CARPET FOR ME,LUXASIA (M) SDN. BHD.,28-07-24,Clear,ETUDE,Eye,,1187
NOT240202078K,DIOR PRESTIGE - LA LOTION ESSENCE DE ROSE - NOURISHING AND REGENERATING ESSENCE-LOTION,LVMH PERFUMES AND COSMETICS (MALAYSIA) SDN. BHD.,08-02-24,Clear,DIOR,Moisturizer,,1194
NOT240101970K,Oli Skin 3in1 Daily Tinted Sunscreen (Ivory),WEWIN,08-01-24,Clear,Oli,Sunscreen,,2136
NOT240706079K,BioLocX Deep Kelp Hydrating Repair Essence BIO 2324-M,TAG BIOTECHNOLOGY SDN. BHD.,22-07-24,Clear,BioLocX,Other,,1949
NOT220101656K,"Jeanie Botanicals Pure Castile Liquid Soap - Lavender, Patchouli & Cedarwood",JM Naturals Sdn Bhd,07-01-24,Clear,Jeanie,Other,,998
NOT220402366K,Dr. RIMPLER Basic Hydro Tonic,CHEERFUL MARKETING SDN. BHD.,12-04-24,Clear,Dr.,Other,,392
NOT240205783K,Academie Demaquillant Biphase Pour Les Yeux ( Two-Phase Make-Up Remover for Eyes),AURA MARKETING SDN. BHD.,27-02-24,Clear,Academie,Eye,,170
NOT240503203K,WM SUNSCREEN SPF 50+ PA++++,WM SKINCARE SDN. BHD.,14-05-24,Clear,WM,Sunscreen,,2149
NOT240502214K,ANNA SUI WILD WONDER COLLECTION DEW FIELDS EAU DE PARFUM,LUXASIA (M) SDN. BHD.,09-05-24,Clear,ANNA,Perfume,,1187
NOT240103307K,THE ORDINARY ASCORBYL GLUCOSIDE SOLUTION 12%,ESTEE LAUDER MALAYSIA SDN. BHD.,12-01-24,Clear,THE,Other,,636
NOT240203635K,Bath & Body Works Dry Shampoo At The Beach,ENVICO ENTERPRISES SDN. BHD.,19-02-24,Clear,Bath,Other,,618
NOT240200830K,Dr's Formula Mild Revitalizing & Moisturizing Shampoo,POLYBIO INTERNATIONAL SDN. BHD.,05-02-24,Clear,Dr's,Moisturizer,,1601
NOT240102725K,M.A.C COLOUR EXCESS GEL PENCIL EYE LINER - SERIAL MONOGAMIST (SLJ406),ESTEE LAUDER MALAYSIA SDN. BHD.,10-01-24,Clear,M.A.C,Eye,,636
NOT220404157K,Loreal Paris Rouge Signature - 148 I Hunt,LOREAL MALAYSIA SDN. BHD.,20-04-24,Clear,Loreal,Other,,1166
NOT240506804K,M.A.C M.A.CXIMAL SLEEK SATIN - SATIN LIPSTICK - 826 BRICK-O-LA (NW9M39),ESTEE LAUDER MALAYSIA SDN. BHD.,30-05-24,Clear,M.A.C,Lip,,636
NOT240403986K,Babor Doctor Babor Sensitive Instant Relief Lotion,LUXOR BEAUTY WORLD SDN. BHD.,18-04-24,Clear,Babor,Moisturizer,,1190
NOT240104798K,CAS Water Booster,REVIVED BIO HEALTH SDN BHD,18-01-24,Clear,CAS,Other,,1691
NOT240500127K,Prima Oligo Purifying Ampoules,SKY RESOURCES SDN. BHD.,02-05-24,Clear,Prima,Other,,1819
NOT220400385K,M.A.C STUDIO FINISH CONCEALER SPF 35 - NC50 (M45021),ESTEE LAUDER MALAYSIA SDN. BHD.,04-04-24,Clear,M.A.C,Sunscreen,,636
NOT240503649K,MAKE UP FOR EVER ARTIST COLOR PENCIL MULTI-USE MATTE PENCIL - 606 WHEREVER WALNUT,L BEAUTY SDN. BHD.,16-05-24,Clear,MAKE,Pencil,,1098
NOT240200025K,ROYAL MIRAGE SPORT refreshing perfumed body spray,DATTA SHREE SDN. BHD.,01-02-24,Clear,ROYAL,Spray,,469
NOT240605187K,Lazy Sister Placental Protein Moisturizing Emulsion,SUNMORPH ENTERPRISE,22-06-24,Clear,Lazy,Moisturizer,,1883
NOT240205419K,MINISO Lotso Collection Mini Wipes Strawberry Scented,MINISO WINKY (M) SDN. BHD.,23-02-24,Clear,MINISO,Other,,1313
NOT240600027K,essence BABY GOT BLUSH liquid blush 20 Blushin Berry,PROPHARM (M) SDN. BHD.,01-06-24,Clear,essence,Other,,1621
NOT200200834K,CPH ULTIMATE ANTIOXIDANT BOOSTER SERUM,CAREMAXPHARMA SDN BHD,05-02-24,Clear,CPH,Serum,,368
NOT180205341K,Sekkisei Clear Treatment Essence,KOSE (MALAYSIA) SDN. BHD.,27-02-24,Clear,Sekkisei,Other,,1074
NOT240503909K,Seohwabi Glow Body Shower Tone-up Cream/Milk,MAKO SUN COMMERCE SDN. BHD.,17-05-24,Clear,Seohwabi,Moisturizer,,1232
NOT240205313K,M&S MELON INTENSIVE BODY BUTTER,LITTLES (MALAYSIA) SDN BHD,23-02-24,Clear,M&S,Other,,1156
NOT240604485K,MINISO Mikko Collection Cherry Flavored Mouthwash,MINISO WINKY (M) SDN. BHD.,20-06-24,Clear,MINISO,Cleanser,,1313
NOT240303436K,TWEMS BEAUTY BOOK OF LIP POTION,TWEMS ENTERPRISE,14-03-24,Clear,TWEMS,Lip,,2013
NOT240302495K,Soteria Skin Amazing 20 ! Beauty Pionner A1 Serum,VETA DARBY APEX SDN. BHD.,11-03-24,Clear,Soteria,Serum,,2091
NOT240600681K,FRAMESI FRAMCOLOR ECLECTIC HAIR DEMI_PERMANENT COLOR 8SE 8.21 LIGHT SMOKEY GRAY,NEKDERX SDN. BHD.,05-06-24,Clear,FRAMESI,Other,,1432
NOT240504709K,FABULOUS THALAIVALI THAILAM AYURVEDIC OIL,KIRTHISHA COLLECTIONS,21-05-24,Clear,FABULOUS,Other,,1064
NOT240304225K,Diego Dalla Palma Professional Intensive Soothing Serum (P3003),ARVIRICH SDN. BHD.,15-03-24,Clear,Diego,Serum,,140
NOT220904676K,Shu Uemura Pretty Guardian Sailor Moon Eternal Eternal Prism Eye Palette - ME4,LOREAL MALAYSIA SDN. BHD.,21-09-24,Clear,Shu,Eye,,1166
NOT160511339K,Skinsoul The Lover Lip Color (Happiness 04),Ace Organic Ashitaba Sdn Bhd,30-05-24,Clear,Skinsoul,Lip,,193
NOT240201769K,DHERBS HAIR TONIC,DANNY HAIR ACADEMY SDN. BHD.,07-02-24,Clear,DHERBS,Other,,467
NOT240706785K,AG Detox Deep Cleansing Masque,ARZT GROW,24-07-24,Clear,AG,Other,,141
NOT240606881K,MilleFee Eyeshadow Lady Flower Multi-use Palette 03 Rose #D,Golden Corner Sdn. Bhd.,28-06-24,Clear,MilleFee,Eye,,798
NOT240702743K,NATURA BISSE CEUTICAL TOLERANCE RECOVERY CREAM,Wellness Pot,10-07-24,Clear,NATURA,Moisturizer,,2162
NOT240502728K,REVLON PROFESSIONAL STYLE MASTERS MODULAR MEDIUM HOLD HAIRSPRAY,PASSION TRADING SDN. BHD.,10-05-24,Clear,REVLON,Spray,,1560
NOT240404302K,RHB Foot Beaute,Pan Pacific Retail Management (Malaysia) Sdn. Bhd.,19-04-24,Clear,RHB,Perfume,,1633
NOT240105028K,DR.JART+ DERMAKEUP B3 BARRIER BEAUTY BALM - 02 MEDIUM (HYH402),ESTEE LAUDER MALAYSIA SDN. BHD.,19-01-24,Clear,DR.JART+,Perfume,,636
NOT240606832K,Golden Shine Sri Letchimi Whitening Mist,Golden Shine Beauty Care Products (M) Sdn Bhd,28-06-24,Clear,Golden,Spray,,799
NOT240203984K,MINISO Color Me Oil Based Nail Polish (G05),MINISO WINKY (M) SDN. BHD.,21-02-24,Clear,MINISO,Other,,1313
NOT240604294K,Loreal Professionnel Maji Cover - CC5.8 Cool Cover Light Mocha Brown,LOREAL MALAYSIA SDN. BHD.,19-06-24,Clear,Loreal,Foundation,,1166
NOT240204274K,ANAKKU WIPES 100'S,ANAKKU SDN BHD,22-02-24,Clear,ANAKKU,Other,,104
NOT240201792K,3CE MULTI EYE COLOR PALETTE #BUTTER CREAM-B,MOMENTUM COMMERCE SDN. BHD.,07-02-24,Clear,3CE,Moisturizer,,1341
NOT200202748K,NATURAL ORGANIC BLACK PAINT WATER UV CREAM,ScienceGates Sdn. Bhd.,12-02-24,Clear,NATURAL,Sunscreen,,1911
NOT240601959K,H&M Make It Easy Eyeshadow Pen SPARKLING PINK #1230872,H & M RETAIL SDN. BHD.,10-06-24,Clear,H&M,Eye,,807
NOT220602298K,FULENZE - Advance Whitening Night Cream,CE INTERBEAUTY MARKETING,09-06-24,Clear,FULENZE,Moisturizer,,378
NOT240205169K,WYCON INTENSIFEYE LIQUID EYESHADOW LIGHT SAND 04,ANAIKA COLLECTIONS SDN BHD,23-02-24,Clear,WYCON,Eye,,103
NOT240600212K,DILENY - CHEZ NINIO - EYE SHADOW - BLUE,ALLIANCE INTEGRITY TRADING SDN. BHD.,02-06-24,Clear,DILENY,Eye,,82
NOT240607177K,JL FARA - TURMERIC CREAM,JL FARA BEAUTY SDN. BHD.,29-06-24,Clear,JL,Moisturizer,,995
NOT180105742K,Yves Saint Laurent All Hours Foundation Stick - B60 Amber,LOREAL MALAYSIA SDN. BHD.,29-01-24,Clear,Yves,Foundation,,1166
NOT240702863K,SEPHORA - THE AMAZING PALETTE - SOFT LIGHTS - 3,BEAUTY IN MOTION SDN. BHD.,10-07-24,Clear,SEPHORA,Other,,255
NOT240400526K,TOYA FOUNDATION JERAGAT SPF50 CODE MEDIUM,YAYAMANTONA HQ SDN. BHD.,02-04-24,Clear,TOYA,Sunscreen,,2182
NOT220603855K,Yves Saint Laurent Tatouage Couture The Metallics Matte Stain - 103 Tribal Copper,LOREAL MALAYSIA SDN. BHD.,14-06-24,Clear,Yves,Other,,1166
NOT220603674K,Ekseption SQUALANE RETINOL Mixlab Serum,The Byuti Sdn.Bhd,14-06-24,Clear,Ekseption,Serum,,2028
NOT220904670K,Shu Uemura Pretty Guardian Sailor Moon Eternal Eternal Prism Eye Palette - PR1,LOREAL MALAYSIA SDN. BHD.,21-09-24,Clear,Shu,Eye,,1166
NOT240406561K,BOBBI BROWN WEIGHTLESS SKIN FOUNDATION - N-000 NEUTRAL ALABASTER (EW7151),ESTEE LAUDER MALAYSIA SDN. BHD.,30-04-24,Clear,BOBBI,Foundation,,636
NOT240201816K,3CE BLUR WATER TINT #CHASING ROSE,MOMENTUM COMMERCE SDN. BHD.,07-02-24,Clear,3CE,Other,,1341
NOT240605131K,FENTY BEAUTY - PRO FILT'R SOFT MATTE POWDER FOUNDATION - (270),BEAUTY IN MOTION SDN. BHD.,22-06-24,Clear,FENTY,Foundation,,255
NOT240704817K,M.A.C CHROMACRAYON EYE SHADOW STICK - HIGH TAUPES (S3S802),ESTEE LAUDER MALAYSIA SDN. BHD.,18-07-24,Clear,M.A.C,Eye,,636
NOT240706987K,essence CONTOURING DUO STICK 10 fair - Light,PROPHARM (M) SDN. BHD.,24-07-24,Clear,essence,Other,,1621
NOT180901964K,CellBone Active Skin Smoother Serum,TED RESOURCES SDN. BHD.,07-09-24,Clear,CellBone,Serum,,1955
NOT240404188K,Lush Creamy Candy Bubble Bar,ABEAUTE SDN. BHD.,19-04-24,Clear,Lush,Moisturizer,,30
NOT200600524K,ARTISTRY SIGNATURE SELECT Purifying Mask,AMWAY (MALAYSIA) SDN. BHD.,02-06-24,Clear,ARTISTRY,Mask,,101
NOT240306053K,UV STICK MULTI BALM,Sirim Berhad,21-03-24,Clear,UV,Sunscreen,,1922
NOT240302453K,Catrice Prime And Fine Multitalent Fixing Spray #759836  (5.12.2019),PROPHARM (M) SDN. BHD.,11-03-24,Clear,Catrice,Spray,,1621
NOT240603718K,FERRAGAMO EAU DE TOILETTE POUR HOMME,LUXASIA (M) SDN. BHD.,15-06-24,Clear,FERRAGAMO,Perfume,,1187
NOT220605060K,SCANLON VANITY LP805 COMPACT POWDER 02,ECO-SHOP MARKETING SDN. BHD.,17-06-24,Clear,SCANLON,Other,,577
NOT240400143K,Eczelief Synergy Blend Skin Care Oil,Green Herbology Sdn Bhd,01-04-24,Clear,Eczelief,Other,,802
NOT220312355K,Aura Soma Equilibrium B118 - Pale Coral / Pale Violet,C Energys World,22-03-24,Clear,Aura,Other,,351
NOT240503076K,SERENE ETHEREAL RETINOL CREAM,SERENE ETHEREAL RESOURCES,14-05-24,Clear,SERENE,Moisturizer,,1765
NOT180404663K,Maxi 99 Goat's Milk Whitening Hand & Body Lotion,LOLLA INDUSTRIES (M) SDN. BHD.,17-04-24,Clear,Maxi,Moisturizer,,1164
NOT240401904K,PALLADIO - HERBAL MATTE LIPSTICK - HLM07 - ROYAL RUM,FULL LEAP SDN BHD,08-04-24,Clear,PALLADIO,Lip,,720
NOT200600552K,WARDAH Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel,Pharmacore Technology and Innovation Sdn. Bhd.,02-06-24,Clear,WARDAH,Lip,,1640
NOT240401011K,DAYMAN London Quality of Confidence Sporty Top to Toe,COSCOLAB SDN. BHD.,04-04-24,Clear,DAYMAN,Other,,418
NOT240204837K,SB PARFUM SB SPARKLE MOON PARFUM,INFINITE OPPORTUNITIES SDN BHD,22-02-24,Clear,SB,Other,,929
NOT240702808K,Legendary Violet Eau De Parfum 30ml,Legendary Distribution Sdn. Bhd.,10-07-24,Clear,Legendary,Perfume,,1200
NOT240101193K,DEMI TOIROCTION 8/CP,EDEA COSMO HUB,05-01-24,Clear,DEMI,Other,,582
NOT200607660K,Yves Saint Laurent Couture Colour Clutch 10-Colour Eye Palette - 1 Paris (2),LOREAL MALAYSIA SDN. BHD.,30-06-24,Clear,Yves,Eye,,1166
NOT240605152K,GLOW RECIPE (PLUM PLUMP HYALURONIC SERUM),BEAUTY IN MOTION SDN. BHD.,22-06-24,Clear,GLOW,Serum,,255
NOT200206476K,Peptide Ampoule,SYEN BEAUTY SDN BHD,25-02-24,Clear,Peptide,Other,,1904
NOT240108102K,ZIMAYA IMPULSE OUD EDP,JELEX MARKETING,31-01-24,Clear,ZIMAYA,Other,,980
NOT240102243K,ALFAPARF MILANO COLORWEAR THE NATURAL EVOLUTION OF GLOSS TONER 09.26,PASSION TRADING SDN. BHD.,09-01-24,Clear,ALFAPARF,Toner,,1560
NOT240202461K,NARS LIGHT REFLECTING SERUM CUSHION FOUNDATION REFILL SPF42/PA ++ MONT BLANC,SHISEIDO MALAYSIA SDN. BHD.,09-02-24,Clear,NARS,Serum,,1780
